STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,101.2,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,21.75507021384419,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,25.42046063202999,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,12.17559838245473,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,36.99733723363389,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,93.1,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,24.41765241128298,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,10.01409784398205,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,4.522618737864192,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,24.02382956679402,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,9.395401646324157,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,46.33612186916488,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,13.7268994418462,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,8.624304200101205,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,14.48289209526571,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,134.8,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,8.530786799639595,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,7.749392105138261,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,63.5,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,84.5,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,34.91570114100926,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,8.322878989057278,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,15.76422879037276,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,25.29786591549506,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUW,Curacao,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,86.89214162338615,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,155.6,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,32.3515085831126,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,38.81066176470588,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,21.61354430979096,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,11.53644982020268,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,24.20022365829762,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,16.8327106683271,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,WB_CCDFS_PSCY,"Domestic credit to private sector, % of GDP",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,,WB_CCDFS,A Cross-Country Database of Fiscal Space,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
